,url,victim,scammer,date,desc,label
14,https://voxya.com/view-complaint/payment-not-provided-by-company/114867,https://voxya.com/user-complaint/118918,https://voxya.com/company/newnuk-india-(opc)-private-limited-complaints/369013,"Mar 09, 2021","Dear Team,
Am Started Part-Time Job Opportunity From Newnuk Team From Dec**** . We Paid **** Rs For Antivirus Payment As Per Newnuk Instructions.
After Completion Of Typing Project We Surrender Workdone Files In Newnuk Website @ Separate Customer Login. They Provide * Months Processing Time For Workdone Files Payment . They Told ***** INR For Each Project Assigned To Customer In Portal We Completed Totally * Projects It Should Cost Around ***** INR And Antivirus Payment For * Customer Id's Total Worth **** INR . After Submission Of Workdone Files We Contact Newnuk Team For Payment Regarding But They Not Properly Answered . After Lost Job We Should Totally Depend On Newnuk Team For My Expenses They Give Commitment To Newnuk Customer Then Only We Started Working In Newnuk Team. Right Now We Contact Newnuk Team For Payment From Last Year Onwards But Still Now No More Updates From Newnuk Team ,We Suffered Mentally And Financially By Newnuk Team.
Here I Attached Evidence For Your Reference.
Kindly Take Probable Action To Solve This Issue",OPEN
15,https://voxya.com/view-complaint/spark-career-mentor-/114616,https://voxya.com/user-complaint/119584,https://voxya.com/company/spark-career-mentors-private-limited-complaints/76380,"Mar 06, 2021","I have opted service with Spark Career Mentor in Aug **, after they mentioned their service includes getting the LOR, financial aid, scholarship for the abroad education. They took a week and allocated one counsellor, who categorically said she cannot guarantee any financial aid, not cannot get an good colleges. In the next session, we told her, we are not interested as the financial aid is one main reason we went for their service, then she started buttering and said she will surely get the financial aid, and also advised us to apply for top colleges. This has created a doubt on as, they are not sticking with what they are saying and no point in wasting our time with these crooks. I immediately notified the owner Neeraj on Sep **, within * weeks from they engaged with us, that we are cancelling our service. I have been following up with them since then, initially he picked up my calls and said he will let the finance team to know, after that he stopped picking up my calls. Mails send to him and his team did not yield any results. Spending * hour of counselling  cannot be charged with *.** Lakhs, this is atrocious, as they failed to deliver the services, and i immediately notified them and stopped using their service, i need this money  to be returned.",OPEN
16,https://voxya.com/view-complaint/fraud-communication-/114528,https://voxya.com/user-complaint/120532,https://voxya.com/company/minanshika-softech-private-limited-complaints/1226305,"Mar 05, 2021","Hi,
This is Jasvinder Singh staying at Navi Mumbai. I started working with Minanshika softech private limited from *rd Feb, ****. I had paid a registration fee *,***/- which was refundable. And now they are paying me for the work I had done and not even the registration amount of *,***/-
This is a fraud company and this fraud is not only done with ne but also with others. I lost my job due to Covid ** so i thought atleast to fulfill my daily needs I borrowed money from one of my friend so that i can get the registration done and start working because the registration amount was refundable. 
They have stopped answering to my phone calls. So please try to get me out of this situation as I'm worried from where i'll pay back to my friend. I'm getting mentally disturbed by this.
Please find the attached whatsapp conversation I had with the company MD Name: Rani.",OPEN
17,https://voxya.com/view-complaint/fraudulent-recruitment-agency/113151,https://voxya.com/user-complaint/96778,https://voxya.com/company/digivision-services-rohini-sector-8-complaints/1229110,"Feb 23, 2021","I got a call from one of their colleague as I posted on online portal for part time teaching jobs. I went for an interview with Shifali on December **th ****. She was impressed with my communication skills and said they are arranging for an interview. The next moment I had a brief interview with someone for about ** minutes. They told me that I have been selected for online teaching in Apeejay School. I sent them my documents and since then they hardly took my call or acknowledged them. Finally in first week of February, they called me inform that my joining date will be **th March **** with DAV school instead. I called them to check on offer letter from school but they are somehow avoiding the call. Finally they picked and said you might get offer by *th March. The whole process now seems fraud. I paid them ***** INR of which they said ** will come back with my first and second salary. The entire process now seems fraud and there might be multiple people getting defrauded by them everyday. I want my refund.",OPEN
18,https://voxya.com/view-complaint/international-recruitment-service-group--fake-job-scam/113107,https://voxya.com/user-complaint/119038,https://voxya.com/company/international-recruitment-service-group-bhuvneshwar-orisa-complaints/1229097,"Feb 23, 2021","After profile update on shine , I got call from irsgrp.com ( International recruitment service group - Bhuvneshwar ( Orisa), and they asked about opportunity in Rolls -Royce group in Singapore , They arranged telephonic interview and then Skype interview after two days , next days I got call that as per process , I need to certified my documents from MEA ( Ministry of External Affairs , I accepted for verification and paid amount INR ****

After * days I received offer letter from hr.tea @rolls-roycesg.com and asking refundable money INR ***** for IPA , then I verified domain creation date ( rolls-roycesg.com) and it was an just year before and hosted on GoDaddy and IP was from India . I was surprised to me about IP from India but group was in Singapore and big brand , then I wrote email to Rolls-Royce Singapore about offer letter Authentication.

Finally I received email from Rolls-Royce group as confirmation that there are no such Vacancies and it is fake .
Interesting part they came and met me on my Skype, it was JIA WAING associated with Rolls- Royce group .
I made big loss ,but save myself from another big loss as I didn't paid INR ***** ,

The whole activity is organising by the name of Hansika, Vaibhav Bhatt (+************) and Yogesh ,
So Requesting to all that please be safe and avoid such kind of fraud with you .

",OPEN
19,https://voxya.com/view-complaint/mahindra-and-mahindra-not-refund-my-amount/112357,https://voxya.com/user-complaint/118257,https://voxya.com/company/mahindra-and-mahindra-company-complaints/14058,"Feb 17, 2021","I applied for a job at Quikr. Supervisor. They called me and took an interview and after that they said that you have been selected, and you have to pay the security amount of ****, I gave. Then again the call came and said that you have to pay ***** security amount for laptop and mobile. Then I gave it, so I got a call to open your account. You have to give *****, we gave it. Total amount *****. Now those people are not picking up the phone. Please get our money because we have borrowed money.",OPEN
20,https://voxya.com/view-complaint/not-provided-salary-for-4-months/112069,https://voxya.com/user-complaint/117964,https://voxya.com/company/jiji-technologies-private-limited-complaints/41903,"Feb 15, 2021","I worked as a Junior Software Developer in JiJi Technologies for the past * months from **.**.**** to **.**.****. During my training period from **.**.**** to **.**.****, for this period of time no salary has been provided for me. After the training period I was selected and started working as an employee for past * months. 

Now I got selected as GDS in post office, so I intimated the company about my relieving before a month but I haven't received any salary for the period of **.**.**** to **.**.****, Which amounts to **,*** as per the agreement.I tried to bring this to knowledge to the head of company, but my issue was not taken serious and I am facing delay in receiving my salary.",OPEN
21,https://voxya.com/view-complaint/refund-money-/111301,https://voxya.com/user-complaint/117144,https://voxya.com/company/recruitment-services-complaints/1228376,"Feb 09, 2021","I got a call from recruitment services regarding job offer in wipro first I paid **** than again after first round completed I paid *,*** and selecting for that company I paid **,*** and they asked for laptop and courier charges to pay **,*** now they are responding 
The offer letter is fraud
And gave invoices of payments 
That is also fraud
I want to refund my amount",OPEN
22,https://voxya.com/view-complaint/fraud-call-for-new-job-opportunity/108573,https://voxya.com/user-complaint/114260,https://voxya.com/company/my-professions-com-complaints/1227349,"Jan 15, 2021","email from <info@myprofessions.in>

I responded back with the below details to them.

consultancy name: MyProfessions.com


It is so frustrating that people are being cheated and you are not helping with stopping this and refunding our amount instead of asking for providing more details.


Yesteday I have been asked to pay * times once for registration( ****) and then for verification(*****) and then aftr paying I requested them to refund as I am.not intrested in getting job as it was a cheat with name my professions.

Registration id they generated # ******

The lady name was Bhawna and Noor.
call received from **********",OPEN
23,https://voxya.com/view-complaint/charged-unnecessary-charges-almost-4-times-of-emi-/108193,https://voxya.com/user-complaint/113864,https://voxya.com/company/early-salary-complaints/10275,"Jan 12, 2021","I have taken a loan from early salary and paid all EMI at the time but at the time of covid ** I was not able to pay EMI due to not receiving a salary at that time, they had hit EMI and add bounce charges in EMI **** and their collection executive had called me and told if I will pay EMI on the same day that bounce charges will remove. I arranged that amount from somewhere and pay on the same day after that still got so many calls and msg about the due to rs. **** I mailed to customer care and collection so many times but I did not get any clear response from there to end in the month of may I got msg for a moratorium and applied for the same but even after taken moratorium they have charged bounce charges * times in may month meanwhile I was continuously sending mail for resolving my issue so I can pay next EMI on time but still, I did not get any response and they add more and more charges in the loan amount. in between, I lost my job and again sent a mail to settle the loan amount and wave off bouncing charges but they did not resolve any issue. I got my salary after *.* months and I paid EMI amount **** instead of **** and against sent mail for a wave off all unnecessary charges but still, no one resolved the issue and getting so many calls for due only. in the month of September, they have auto deduct Rs ****/- and Rs. ****/-. Now I have paid Rs. **** on the behalf of EMI of Rs. ****/-. Now in my loan statement is showing Rs. ****/- Cr but they are not ready to refund this amount too. I have sent again mail *-*  times regarding my credit balance refund they are simply sending me a reply that the loan has closed they can not refund my amount. This type of problem I am facing due to early salary. ",OPEN
24,https://voxya.com/view-complaint/job-offer-in-australia-sponsorship-visa--neto-co-pty-ltd-/108084,https://voxya.com/user-complaint/113556,https://voxya.com/company/neto-co-pty-ltd-complaints/1226911,"Jan 11, 2021","First time I have a received a call from this number +** * **** **** from their hr Eden combel for the job opening in Neto co pty LTD company for the post of maintenance engineer on **th Nov **** and then first mail from eden@netosolutions.com for my documentaion. After the telephonic interview, we got our *nd and *rd mail from Georgia@NetSolutions.com, the offer letter and then the sponsorship letter. The address of this company is 
Georgia Harris 
HR General Manager Human Resource – Neto Co Pty Ltd
Call: +** * **** ****| georgia@netosolutions.com contact@netosolutions.com
sales@netosolutions.com 
* Rawson Street, Wollongong, NSW **** Australia
Website: https://www.netosolutions.com/ 

And we were told that you should file your visa with the legal immigration agency of India, Ifa Legal Services.

Whose address and bank account details are there, in which we sometimes took *****s from us in the form of online IELTS tests or sometimes screening report or security amount. We transferred all this money online from our account, I have a complete record. 

*stBanking Details:

 Account Name: Gopal Saha IFA Legal

Account Number: ***************

BANK NAME: Union bank of india

IFSC Code: UBIN******* / CORP******* 

Branch: Maniktala, Kolkata

*ndBanking Details:

 Account Name: Gopal Saha IFA Legal

Account Number: **********

BANK NAME: Central bank of india

IFSC Code: CBIN*******

Branch: Grey Street, Kolkata

IFA Legal Services
Documentation Agency- Bar Council Reg- WB-****/****



Contact:

Maya                                     | +** **********

Purvi                                     | +** **********



Address: **, Old Post Office Street (Opposite to High Court Gate No. F & Besides United Bank of India), Kolkata- *** ***, West Bengal, India..

Write Us: info@ifalegal.com,  | Website:  https://www.ifalegal.com/,

And now neither the email of the IFA legal service nor the phone is being received. And Maya and Purvi mobile number switch off 

 All the mail I received was in the email that this cc email address was in Simon@NetSolutions.com",OPEN
25,https://voxya.com/view-complaint/international-recruitment-service-group-odisha-irsgrp-com/107964,https://voxya.com/user-complaint/113602,https://voxya.com/company/international-recruitment-service-group-odisha-irsgrp-com-complaints/1227125,"Jan 10, 2021","After my profile updation on shine , I got a mail from irsgrp.com (International recruitment service group - Bhuvneshwar ( Odisha) from Sanjay Gupta  mobile number – ********** & Hansika Agarwal number -**********  stating about opportunity in Rolls -Royce Industries in Singapore , First they arranged telephonic HR interview and the next day they mailed the response that I was selected. They asked for Embassy verification from Gov of India before the technical Skype round after two days with Mr. Oliver of Rolls Royce Singapore.  So I accepted for verification and paid amount INR ****/- and after two days I received the Gov.of India Verified certificate in my email, same day they conducted the Skype round with Mr. Oliver sachwabe. (Later I conformed that the Skype id was fraud his original id is Oliver schwabe.) The next day I received offer letter from hr.team@rolls-roycesg.com and the offer letter was asking refundable money INR **,*** for IPA for me and INR **,*** for my family., I checked with Rolls Royce people on the same day but did not get response from them on time and unfortunately paid the INR **,***/- for IPA. After * days again I received Employment pass from Ministry of man power Singapore, and a IPA run letter and Employment card .And in the same mail they again asked for a refundable deposite for Visa of INR *****/- to be paid This time I got suspicious.  
Then I cross checked the HDFC account details where I transferred the money. I was shocked that the account does not belong to IRS group. The account holder is Anjali Rawat; it was her old salary account. She also belongs to the same scam.
Then I checked the email id hr.team@rolls-roycesg.com and found that the domain is operated from Tamilnadu ,India. 
Finally I received a confirmation from singapore Rolls-Royce group that there are no such Vacancies and its all fake.

Interesting part they use for Skype meeting name, it was associated with Rolls- Royce group
I made big mistake by paying this much amount.

The whole activity is organizing by the name of Sanjay Gupta & Hansika Agarwal & Anjali Rawat. So Requesting to all that please be safe and avoid such kind of fraud and fake job scams.
",OPEN
26,https://voxya.com/view-complaint/job-offer-in-australia-sponsorshipsubclass-visa482-/107354,https://voxya.com/user-complaint/112961,https://voxya.com/company/neto-co-pty-ltd-complaints/1226911,"Jan 06, 2021","First, I have received a call from this phone number +*********** from their HR-Eden Campbell for the Job opening in Neto Co Pty Ltd company for the post of Program Secretary on **th Nov **** and then I got the *st mail from Eden Campbell(eden@netosolutions.com) for submitting a CV and Passport Copy after the telephonic interview then I got another call for the *nd round of interview and then finally I got the offer letter for the post of Program Secretary from Georgia Harris(georgia@netosolutions.com) with CC to simon@netosloutions.com from their Company HR. After that their Legal Agency in India (IFA Legal Service-West Bangal Kolkata) contacted me for the documentation & immigration process, first, they asked me to pay Rs.**,***/- as an IELTS Fees and I paid that amount on **th Dec **** via Google pay after that they shared me the acknowledgment of visa application with file no. NT********Y* and they process my Subclass Visa-*** as they said. Then within a few days, I got the Sponsorship Letter as well from their HR - Georgia Harris. After that, their legal agency (IFA legal Services) asked me to pay for the Documentation & Screening report [(*)Education and Identity Screening Report-Ministry of Education, Delhi (*) Criminal & Civil Screening Report (Supreme Court of India, Delhi] fees of Rs. **,***/- same I paid the amount on **th Dec **** via google pay.
Please do something for the refund amount of Rs.**,***/- it is a very big amount for middle class family",OPEN
27,https://voxya.com/view-complaint/forgery-to-my-amount/107208,https://voxya.com/user-complaint/112803,https://voxya.com/company/ude-usa-data-entry-complaints/1226865,"Jan 05, 2021","Dear sir,
i worked in ude USA data entry. i work completed and upload the files. they send a message you are ***% good worker. your salary *****rs and hey told us doller to indian rupees changes charges ****rs on*.*.**** u pay then only u get ur salary within one hour. but they didnt response after *day then *.*.**** they told u pay more**** rs then only we give the salary otherwise you forgot that salary.. they cheating my money.. kindly refund my ****rs ..",OPEN
28,https://voxya.com/view-complaint/international-recruitment-service-group-irsgrp-com-/107096,https://voxya.com/user-complaint/112670,https://voxya.com/company/international-recruitment-service-group-odisha-complaints/1226826,"Jan 04, 2021","After profile update on shine , I got a mail from irsgrp.com ( International recruitment service group - Bhuvneshwar ( Orisa) from Hansika Agarwal, stating about opportunity in Rolls -Royce group in Singapore , They arranged telephonic HR interview and then Skype interview after two days with the MD of Rolls Royce Singapore, next days I got call that as per process, I need to certified my documents from MEA ( Ministry of External Affairs) , I accepted for verification and paid amount INR **** , next day I received offer letter from hr.team@rolls-roycesg.com and the offer letter was asking refundable money INR ***** for IPA, I checked with Rolls Royce people on the same day but did not get response from them on time and unfortunately paid the INR ***** for IPA. After which *-* days IRS group - Hansika was responding and she connected me to a person by name Ronit, later they stopped picking the calls.

Finally I received email from Rolls-Royce group as confirmation that there are no such Vacancies and it my fake .

Interesting part they use for Skype meeting name, it was associated with Rolls- Royce group 
I made big mistake by paying INR *****.

The whole activity is organising by the name of Hansika Agarwal and from contact Number -**********, So Requesting to all that please be safe and avoid such kind of fraud and fake job scams.",OPEN
